identifier,filename,clipId,start,end
HELR,split_74_2020-06-01_01_55_39.wav,74,2715014,2763014
HELR,split_75_2020-06-01_01_55_39.wav,75,2729055,2777055
HELR,split_76_2020-06-01_01_55_39.wav,76,2776532,2824532
HELR,split_77_2020-06-01_01_55_39.wav,77,2820268,2868268
HELR,split_78_2020-06-01_01_55_39.wav,78,2850975,2898975
HELR,split_79_2020-06-01_01_55_39.wav,79,2884669,2932669
HELR,split_80_2020-06-01_01_55_39.wav,80,2921465,2969465
HELR,split_81_2020-06-01_01_55_39.wav,81,2988937,3036937
HELR,split_82_2020-06-01_01_55_39.wav,82,3003294,3051294
HELR,split_83_2020-06-01_01_55_39.wav,83,3023714,3071714
HELR,split_84_2020-06-01_01_55_39.wav,84,3051874,3099874
HELR,split_85_2020-06-01_01_55_39.wav,85,3079914,3127914
HELR,split_86_2020-06-01_01_55_39.wav,86,3112820,3160820
HELR,split_87_2020-06-01_01_55_39.wav,87,3146475,3194475
HELR,split_88_2020-06-01_01_55_39.wav,88,3160520,3208520
HELR,split_89_2020-06-01_01_55_39.wav,89,3199544,3247544
HELR,split_90_2020-06-01_01_55_39.wav,90,3242553,3290553
HELR,split_91_2020-06-01_01_55_39.wav,91,3279654,3327654
HELR,split_92_2020-06-01_01_55_39.wav,92,3309533,3357533
HELR,split_93_2020-06-01_01_55_39.wav,93,3347376,3395376
HELR,split_94_2020-06-01_01_55_39.wav,94,3394374,3442374
HELR,split_95_2020-06-01_01_55_39.wav,95,3417482,3465482
HELR,split_96_2020-06-01_01_55_39.wav,96,3443895,3491895
HELR,split_97_2020-06-01_01_55_39.wav,97,3460766,3508766
HELR,split_98_2020-06-01_01_55_39.wav,98,3508203,3556203
HELR,split_99_2020-06-01_01_55_39.wav,99,3531482,3579482
HELR,split_100_2020-06-01_01_55_39.wav,100,3567640,3615640
HELR,split_101_2020-06-01_01_55_39.wav,101,3592748,3640748
HELR,split_102_2020-06-01_01_55_39.wav,102,3636140,3684140
HELR,split_103_2020-06-01_01_55_39.wav,103,3700301,3748301
HELR,split_104_2020-06-01_01_55_39.wav,104,3717998,3765998
HELR,split_105_2020-06-01_01_55_39.wav,105,3735250,3783250
HELR,split_106_2020-06-01_01_55_39.wav,106,3774028,3822028
HELR,split_107_2020-06-01_01_55_39.wav,107,3780415,3828415
HELR,split_108_2020-06-01_01_55_39.wav,108,3823698,3871698
HELR,split_109_2020-06-01_01_55_39.wav,109,3899731,3947731
HELR,split_110_2020-06-01_01_55_39.wav,110,3914091,3962091
HELR,split_111_2020-06-01_01_55_39.wav,111,3947550,3995550
HELR,split_112_2020-06-01_01_55_39.wav,112,4000117,4048117
HELR,split_113_2020-06-01_01_55_39.wav,113,4018119,4066119
HELR,split_114_2020-06-01_01_55_39.wav,114,4026604,4074604
HELR,split_115_2020-06-01_01_55_39.wav,115,4044255,4092255
HELR,split_116_2020-06-01_01_55_39.wav,116,4058078,4106078
HELR,split_117_2020-06-01_01_55_39.wav,117,4090693,4138693
HELR,split_118_2020-06-01_01_55_39.wav,118,4133681,4181681
HELR,split_119_2020-06-01_01_55_39.wav,119,4138846,4186846
HELR,split_120_2020-06-01_01_55_39.wav,120,4154324,4202324
HELR,split_121_2020-06-01_01_55_39.wav,121,4195198,4243198
HELR,split_122_2020-06-01_01_55_39.wav,122,4250612,4298612
HELR,split_123_2020-06-01_01_55_39.wav,123,4266312,4314312
HELR,split_124_2020-06-01_01_55_39.wav,124,4294304,4342304
HELR,split_125_2020-06-01_01_55_39.wav,125,4312900,4360900
HELR,split_126_2020-06-01_01_55_39.wav,126,4346286,4394286
HELR,split_127_2020-06-01_01_55_39.wav,127,4396435,4444435
HELR,split_128_2020-06-01_01_55_39.wav,128,4430046,4478046
HELR,split_129_2020-06-01_01_55_39.wav,129,4440053,4488053
HELR,split_130_2020-06-01_01_55_39.wav,130,4454333,4502333
HELR,split_131_2020-06-01_01_55_39.wav,131,4464988,4512988
HELR,split_0_2020-06-01_01_56_03.wav,0,7518,55518
HELR,split_1_2020-06-01_01_56_03.wav,1,45700,93700
HELR,split_2_2020-06-01_01_56_03.wav,2,54457,102457
HELR,split_3_2020-06-01_01_56_03.wav,3,76396,124396
HELR,split_4_2020-06-01_01_56_03.wav,4,110930,158930
HELR,split_5_2020-06-01_01_56_03.wav,5,189527,237527
HELR,split_6_2020-06-01_01_56_03.wav,6,251841,299841
HELR,split_7_2020-06-01_01_56_03.wav,7,291358,339358
HELR,split_8_2020-06-01_01_56_03.wav,8,363703,411703
HELR,split_9_2020-06-01_01_56_03.wav,9,403661,451661
HELR,split_10_2020-06-01_01_56_03.wav,10,420128,468128
HELR,split_11_2020-06-01_01_56_03.wav,11,454128,502128
HELR,split_12_2020-06-01_01_56_03.wav,12,488120,536120
HELR,split_13_2020-06-01_01_56_03.wav,13,499266,547266
HELR,split_14_2020-06-01_01_56_03.wav,14,534365,582365
HELR,split_15_2020-06-01_01_56_03.wav,15,568443,616443
HELR,split_16_2020-06-01_01_56_03.wav,16,583298,631298
HELR,split_17_2020-06-01_01_56_03.wav,17,613628,661628
HELR,split_18_2020-06-01_01_56_03.wav,18,652025,700025
HELR,split_19_2020-06-01_01_56_03.wav,19,686097,734097
HELR,split_20_2020-06-01_01_56_03.wav,20,803948,851948
HELR,split_21_2020-06-01_01_56_03.wav,21,842107,890107
HELR,split_22_2020-06-01_01_56_03.wav,22,865555,913555
HELR,split_23_2020-06-01_01_56_03.wav,23,934577,982577
HELR,split_24_2020-06-01_01_56_03.wav,24,968386,1016386
HELR,split_25_2020-06-01_01_56_03.wav,25,978016,1026016
HELR,split_26_2020-06-01_01_56_03.wav,26,996535,1044535
HELR,split_27_2020-06-01_01_56_03.wav,27,1011499,1059499
HELR,split_28_2020-06-01_01_56_03.wav,28,1057264,1105264
HELR,split_29_2020-06-01_01_56_03.wav,29,1105987,1153987
HELR,split_30_2020-06-01_01_56_03.wav,30,1129684,1177684
HELR,split_31_2020-06-01_01_56_03.wav,31,1147840,1195840
HELR,split_32_2020-06-01_01_56_03.wav,32,1178455,1226455
HELR,split_33_2020-06-01_01_56_03.wav,33,1229371,1277371
HELR,split_34_2020-06-01_01_56_03.wav,34,1242157,1290157
HELR,split_35_2020-06-01_01_56_03.wav,35,1276356,1324356
HELR,split_36_2020-06-01_01_56_03.wav,36,1292760,1340760
HELR,split_37_2020-06-01_01_56_03.wav,37,1385701,1433701
HELR,split_38_2020-06-01_01_56_03.wav,38,1414324,1462324
HELR,split_39_2020-06-01_01_56_03.wav,39,1451793,1499793
HELR,split_40_2020-06-01_01_56_03.wav,40,1489906,1537906
HELR,split_41_2020-06-01_01_56_03.wav,41,1575197,1623197
HELR,split_42_2020-06-01_01_56_03.wav,42,1602554,1650554
HELR,split_43_2020-06-01_01_56_03.wav,43,1652122,1700122
HELR,split_44_2020-06-01_01_56_03.wav,44,1667463,1715463
HELR,split_45_2020-06-01_01_56_03.wav,45,1683623,1731623
HELR,split_46_2020-06-01_01_56_03.wav,46,1738212,1786212
HELR,split_47_2020-06-01_01_56_03.wav,47,1756828,1804828
HELR,split_48_2020-06-01_01_56_03.wav,48,1774655,1822655
HELR,split_49_2020-06-01_01_56_03.wav,49,1812518,1860518
HELR,split_50_2020-06-01_01_56_03.wav,50,1857115,1905115
HELR,split_51_2020-06-01_01_56_03.wav,51,1865976,1913976
HELR,split_52_2020-06-01_01_56_03.wav,52,1904478,1952478
HELR,split_53_2020-06-01_01_56_03.wav,53,1927493,1975493
HELR,split_54_2020-06-01_01_56_03.wav,54,1947192,1995192
HELR,split_55_2020-06-01_01_56_03.wav,55,1977478,2025478
HELR,split_56_2020-06-01_01_56_03.wav,56,1998186,2046186
HELR,split_57_2020-06-01_01_56_03.wav,57,2024792,2072792
HELR,split_58_2020-06-01_01_56_03.wav,58,2050759,2098759
HELR,split_59_2020-06-01_01_56_03.wav,59,2054216,2102216
HELR,split_60_2020-06-01_01_56_03.wav,60,2079772,2127772
HELR,split_61_2020-06-01_01_56_03.wav,61,2120713,2168713
HELR,split_62_2020-06-01_01_56_03.wav,62,2175773,2223773
HELR,split_63_2020-06-01_01_56_03.wav,63,2204859,2252859
HELR,split_64_2020-06-01_01_56_03.wav,64,2228088,2276088
HELR,split_65_2020-06-01_01_56_03.wav,65,2238722,2286722
HELR,split_66_2020-06-01_01_56_03.wav,66,2299591,2347591
HELR,split_67_2020-06-01_01_56_03.wav,67,2338907,2386907
HELR,split_68_2020-06-01_01_56_03.wav,68,2347912,2395912
HELR,split_69_2020-06-01_01_56_03.wav,69,2380857,2428857
HELR,split_70_2020-06-01_01_56_03.wav,70,2485947,2533947
HELR,split_71_2020-06-01_01_56_03.wav,71,2500799,2548799
HELR,split_72_2020-06-01_01_56_03.wav,72,2540515,2588515
HELR,split_73_2020-06-01_01_56_03.wav,73,2573768,2621768
HELR,split_74_2020-06-01_01_56_03.wav,74,2615620,2663620
HELR,split_75_2020-06-01_01_56_03.wav,75,2662904,2710904
HELR,split_76_2020-06-01_01_56_03.wav,76,2668014,2716014
HELR,split_77_2020-06-01_01_56_03.wav,77,2698080,2746080
HELR,split_78_2020-06-01_01_56_03.wav,78,2737905,2785905
HELR,split_79_2020-06-01_01_56_03.wav,79,2772623,2820623
HELR,split_80_2020-06-01_01_56_03.wav,80,2800557,2848557
HELR,split_81_2020-06-01_01_56_03.wav,81,2833148,2881148
HELR,split_82_2020-06-01_01_56_03.wav,82,2849552,2897552
HELR,split_83_2020-06-01_01_56_03.wav,83,2894896,2942896
HELR,split_84_2020-06-01_01_56_03.wav,84,2911020,2959020
HELR,split_85_2020-06-01_01_56_03.wav,85,2924476,2972476
HELR,split_86_2020-06-01_01_56_03.wav,86,2953061,3001061
HELR,split_87_2020-06-01_01_56_03.wav,87,2965124,3013124
HELR,split_88_2020-06-01_01_56_03.wav,88,3002295,3050295
HELR,split_89_2020-06-01_01_56_03.wav,89,3016204,3064204
HELR,split_90_2020-06-01_01_56_03.wav,90,3033108,3081108
HELR,split_91_2020-06-01_01_56_03.wav,91,3059999,3107999
HELR,split_92_2020-06-01_01_56_03.wav,92,3084119,3132119
HELR,split_93_2020-06-01_01_56_03.wav,93,3111374,3159374
HELR,split_94_2020-06-01_01_56_03.wav,94,3133544,3181544
HELR,split_95_2020-06-01_01_56_03.wav,95,3150220,3198220
HELR,split_96_2020-06-01_01_56_03.wav,96,3171809,3219809
HELR,split_97_2020-06-01_01_56_03.wav,97,3201515,3249515
HELR,split_98_2020-06-01_01_56_03.wav,98,3234566,3282566
HELR,split_99_2020-06-01_01_56_03.wav,99,3291010,3339010
HELR,split_100_2020-06-01_01_56_03.wav,100,3319545,3367545
HELR,split_101_2020-06-01_01_56_03.wav,101,3377615,3425615
HELR,split_102_2020-06-01_01_56_03.wav,102,3410150,3458150
HELR,split_103_2020-06-01_01_56_03.wav,103,3420185,3468185
HELR,split_104_2020-06-01_01_56_03.wav,104,3451263,3499263
HELR,split_105_2020-06-01_01_56_03.wav,105,3473074,3521074
HELR,split_106_2020-06-01_01_56_03.wav,106,3514091,3562091
HELR,split_107_2020-06-01_01_56_03.wav,107,3600102,3648102
HELR,split_108_2020-06-01_01_56_03.wav,108,3637467,3685467
HELR,split_109_2020-06-01_01_56_03.wav,109,3665584,3713584
HELR,split_110_2020-06-01_01_56_03.wav,110,3694132,3742132
HELR,split_111_2020-06-01_01_56_03.wav,111,3705424,3753424
HELR,split_112_2020-06-01_01_56_03.wav,112,3726094,3774094
HELR,split_113_2020-06-01_01_56_03.wav,113,3751886,3799886
HELR,split_114_2020-06-01_01_56_03.wav,114,3776870,3824870
HELR,split_115_2020-06-01_01_56_03.wav,115,3798549,3846549
HELR,split_116_2020-06-01_01_56_03.wav,116,3818121,3866121
HELR,split_117_2020-06-01_01_56_03.wav,117,3829880,3877880
HELR,split_0_2020-06-01_03_36_23.wav,0,32711,80711
HELR,split_1_2020-06-01_03_36_23.wav,1,79683,127683
HELR,split_2_2020-06-01_03_36_23.wav,2,94830,142830
HELR,split_3_2020-06-01_03_36_23.wav,3,145327,193327
HELR,split_4_2020-06-01_03_36_23.wav,4,163372,211372
HELR,split_5_2020-06-01_03_36_23.wav,5,217606,265606
HELR,split_6_2020-06-01_03_36_23.wav,6,244298,292298
HELR,split_7_2020-06-01_03_36_23.wav,7,269840,317840
HELR,split_8_2020-06-01_03_36_23.wav,8,336843,384843
HELR,split_9_2020-06-01_03_36_23.wav,9,393199,441199
HELR,split_10_2020-06-01_03_36_23.wav,10,423829,471829
HELR,split_11_2020-06-01_03_36_23.wav,11,439135,487135
HELR,split_12_2020-06-01_03_36_23.wav,12,476254,524254
HELR,split_13_2020-06-01_03_36_23.wav,13,522283,570283
HELR,split_14_2020-06-01_03_36_23.wav,14,587977,635977
HELR,split_15_2020-06-01_03_36_23.wav,15,605777,653777
HELR,split_16_2020-06-01_03_36_23.wav,16,620610,668610
HELR,split_17_2020-06-01_03_36_23.wav,17,663268,711268
HELR,split_18_2020-06-01_03_36_23.wav,18,711636,759636
HELR,split_19_2020-06-01_03_36_23.wav,19,726929,774929
HELR,split_20_2020-06-01_03_36_23.wav,20,769271,817271
HELR,split_21_2020-06-01_03_36_23.wav,21,798307,846307
HELR,split_22_2020-06-01_03_36_23.wav,22,810656,858656
HELR,split_23_2020-06-01_03_36_23.wav,23,831914,879914
HELR,split_24_2020-06-01_03_36_23.wav,24,875230,923230
HELR,split_25_2020-06-01_03_36_23.wav,25,908955,956955
HELR,split_26_2020-06-01_03_36_23.wav,26,976357,1024357
HELR,split_27_2020-06-01_03_36_23.wav,27,1006054,1054054
HELR,split_28_2020-06-01_03_36_23.wav,28,1059595,1107595
HELR,split_29_2020-06-01_03_36_23.wav,29,1122251,1170251
HELR,split_30_2020-06-01_03_36_23.wav,30,1172257,1220257
HELR,split_31_2020-06-01_03_36_23.wav,31,1188415,1236415
HELR,split_32_2020-06-01_03_36_23.wav,32,1211705,1259705
HELR,split_33_2020-06-01_03_36_23.wav,33,1252447,1300447
HELR,split_34_2020-06-01_03_36_23.wav,34,1282342,1330342
HELR,split_35_2020-06-01_03_36_23.wav,35,1318684,1366684
HELR,split_36_2020-06-01_03_36_23.wav,36,1334997,1382997
HELR,split_37_2020-06-01_03_36_23.wav,37,1355078,1403078
HELR,split_38_2020-06-01_03_36_23.wav,38,1376159,1424159
HELR,split_39_2020-06-01_03_36_23.wav,39,1390240,1438240
HELR,split_40_2020-06-01_03_36_23.wav,40,1398714,1446714
HELR,split_41_2020-06-01_03_36_23.wav,41,1459774,1507774
HELR,split_42_2020-06-01_03_36_23.wav,42,1565740,1613740
HELR,split_43_2020-06-01_03_36_23.wav,43,1584272,1632272
HELR,split_44_2020-06-01_03_36_23.wav,44,1597857,1645857
HELR,split_45_2020-06-01_03_36_23.wav,45,1653890,1701890
HELR,split_46_2020-06-01_03_36_23.wav,46,1669562,1717562
HELR,split_47_2020-06-01_03_36_23.wav,47,1697849,1745849
HELR,split_48_2020-06-01_03_36_23.wav,48,1764686,1812686
HELR,split_49_2020-06-01_03_36_23.wav,49,1842226,1890226
HELR,split_50_2020-06-01_03_36_23.wav,50,1918773,1966773
HELR,split_51_2020-06-01_03_36_23.wav,51,1925420,1973420
HELR,split_52_2020-06-01_03_36_23.wav,52,1975855,2023855
HELR,split_53_2020-06-01_03_36_23.wav,53,2002835,2050835
HELR,split_54_2020-06-01_03_36_23.wav,54,2014746,2062746
HELR,split_55_2020-06-01_03_36_23.wav,55,2069607,2117607
HELR,split_56_2020-06-01_03_36_23.wav,56,2084673,2132673
HELR,split_57_2020-06-01_03_36_23.wav,57,2147870,2195870
HELR,split_58_2020-06-01_03_36_23.wav,58,2178918,2226918
HELR,split_59_2020-06-01_03_36_23.wav,59,2220654,2268654
HELR,split_60_2020-06-01_03_36_23.wav,60,2273680,2321680
HELR,split_61_2020-06-01_03_36_23.wav,61,2373116,2421116
HELR,split_62_2020-06-01_03_36_23.wav,62,2378812,2426812
HELR,split_63_2020-06-01_03_36_23.wav,63,2387253,2435253
HELR,split_64_2020-06-01_03_36_23.wav,64,2442674,2490674
HELR,split_65_2020-06-01_03_36_23.wav,65,2495477,2543477
HELR,split_66_2020-06-01_03_36_23.wav,66,2530950,2578950
HELR,split_67_2020-06-01_03_36_23.wav,67,2546183,2594183
HELR,split_68_2020-06-01_03_36_23.wav,68,2627476,2675476
HELR,split_69_2020-06-01_03_36_23.wav,69,2677474,2725474
HELR,split_70_2020-06-01_03_36_23.wav,70,2689276,2737276
HELR,split_71_2020-06-01_03_36_23.wav,71,2731406,2779406
HELR,split_72_2020-06-01_03_36_23.wav,72,2763671,2811671
HELR,split_73_2020-06-01_03_36_23.wav,73,2830592,2878592
HELR,split_0_2020-06-01_03_36_51.wav,0,40105,88105
HELR,split_1_2020-06-01_03_36_51.wav,1,82776,130776
HELR,split_2_2020-06-01_03_36_51.wav,2,101075,149075
HELR,split_3_2020-06-01_03_36_51.wav,3,143975,191975
HELR,split_4_2020-06-01_03_36_51.wav,4,194004,242004
HELR,split_5_2020-06-01_03_36_51.wav,5,233064,281064
HELR,split_6_2020-06-01_03_36_51.wav,6,260255,308255
HELR,split_7_2020-06-01_03_36_51.wav,7,306159,354159
HELR,split_8_2020-06-01_03_36_51.wav,8,316624,364624
HELR,split_9_2020-06-01_03_36_51.wav,9,340821,388821
HELR,split_10_2020-06-01_03_36_51.wav,10,375488,423488
HELR,split_11_2020-06-01_03_36_51.wav,11,398378,446378
HELR,split_12_2020-06-01_03_36_51.wav,12,420386,468386
HELR,split_13_2020-06-01_03_36_51.wav,13,498836,546836
HELR,split_14_2020-06-01_03_36_51.wav,14,549715,597715
HELR,split_15_2020-06-01_03_36_51.wav,15,579305,627305
HELR,split_16_2020-06-01_03_36_51.wav,16,633124,681124
HELR,split_17_2020-06-01_03_36_51.wav,17,673367,721367
HELR,split_18_2020-06-01_03_36_51.wav,18,703467,751467
HELR,split_19_2020-06-01_03_36_51.wav,19,777472,825472
HELR,split_20_2020-06-01_03_36_51.wav,20,818798,866798
HELR,split_21_2020-06-01_03_36_51.wav,21,854234,902234
HELR,split_22_2020-06-01_03_36_51.wav,22,926180,974180
HELR,split_23_2020-06-01_03_36_51.wav,23,943951,991951
HELR,split_24_2020-06-01_03_36_51.wav,24,1011040,1059040
HELR,split_25_2020-06-01_03_36_51.wav,25,1033977,1081977
HELR,split_26_2020-06-01_03_36_51.wav,26,1053550,1101550
HELR,split_27_2020-06-01_03_36_51.wav,27,1073440,1121440
HELR,split_28_2020-06-01_03_36_51.wav,28,1080337,1128337
HELR,split_29_2020-06-01_03_36_51.wav,29,1119030,1167030
HELR,split_30_2020-06-01_03_36_51.wav,30,1186726,1234726
HELR,split_31_2020-06-01_03_36_51.wav,31,1210267,1258267
HELR,split_32_2020-06-01_03_36_51.wav,32,1233241,1281241
HELR,split_33_2020-06-01_03_36_51.wav,33,1265347,1313347
HELR,split_34_2020-06-01_03_36_51.wav,34,1328051,1376051
HELR,split_35_2020-06-01_03_36_51.wav,35,1337442,1385442
HELR,split_36_2020-06-01_03_36_51.wav,36,1363061,1411061
HELR,split_37_2020-06-01_03_36_51.wav,37,1405980,1453980
HELR,split_38_2020-06-01_03_36_51.wav,38,1452276,1500276
HELR,split_39_2020-06-01_03_36_51.wav,39,1469018,1517018
HELR,split_40_2020-06-01_03_36_51.wav,40,1486883,1534883
HELR,split_41_2020-06-01_03_36_51.wav,41,1516859,1564859
HELR,split_42_2020-06-01_03_36_51.wav,42,1581717,1629717
HELR,split_43_2020-06-01_03_36_51.wav,43,1609534,1657534
HELR,split_44_2020-06-01_03_36_51.wav,44,1629165,1677165
HELR,split_45_2020-06-01_03_36_51.wav,45,1685100,1733100
HELR,split_46_2020-06-01_03_36_51.wav,46,1704318,1752318
HELR,split_47_2020-06-01_03_36_51.wav,47,1716898,1764898
HELR,split_48_2020-06-01_03_36_51.wav,48,1738379,1786379
HELR,split_49_2020-06-01_03_36_51.wav,49,1771759,1819759
HELR,split_50_2020-06-01_03_36_51.wav,50,1789749,1837749
HELR,split_51_2020-06-01_03_36_51.wav,51,1809924,1857924
HELR,split_52_2020-06-01_03_36_51.wav,52,1836750,1884750
HELR,split_53_2020-06-01_03_36_51.wav,53,1852310,1900310
HELR,split_54_2020-06-01_03_36_51.wav,54,1892090,1940090
HELR,split_55_2020-06-01_03_36_51.wav,55,1909335,1957335
HELR,split_56_2020-06-01_03_36_51.wav,56,1961811,2009811
HELR,split_57_2020-06-01_03_36_51.wav,57,2004832,2052832
HELR,split_58_2020-06-01_03_36_51.wav,58,2038204,2086204
HELR,split_59_2020-06-01_03_36_51.wav,59,2051442,2099442
HELR,split_60_2020-06-01_03_36_51.wav,60,2074313,2122313
HELR,split_61_2020-06-01_03_36_51.wav,61,2143619,2191619
HELR,split_62_2020-06-01_03_36_51.wav,62,2186358,2234358
HELR,split_63_2020-06-01_03_36_51.wav,63,2240885,2288885
HELR,split_64_2020-06-01_03_36_51.wav,64,2254632,2302632
HELR,split_65_2020-06-01_03_36_51.wav,65,2287284,2335284
HELR,split_66_2020-06-01_03_36_51.wav,66,2329211,2377211
HELR,split_67_2020-06-01_03_36_51.wav,67,2405983,2453983
HELR,split_68_2020-06-01_03_36_51.wav,68,2433890,2481890
HELR,split_69_2020-06-01_03_36_51.wav,69,2448655,2496655
HELR,split_70_2020-06-01_03_36_51.wav,70,2465335,2513335
HELR,split_71_2020-06-01_03_36_51.wav,71,2481375,2529375
HELR,split_72_2020-06-01_03_36_51.wav,72,2494879,2542879
HELR,split_73_2020-06-01_03_36_51.wav,73,2541430,2589430
HELR,split_74_2020-06-01_03_36_51.wav,74,2556969,2604969
HELR,split_75_2020-06-01_03_36_51.wav,75,2560999,2608999
HELR,split_76_2020-06-01_03_36_51.wav,76,2617303,2665303
HELR,split_77_2020-06-01_03_36_51.wav,77,2684257,2732257
HELR,split_78_2020-06-01_03_36_51.wav,78,2719864,2767864
HELR,split_79_2020-06-01_03_36_51.wav,79,2743337,2791337
HELR,split_80_2020-06-01_03_36_51.wav,80,2752387,2800387
HELR,split_81_2020-06-01_03_36_51.wav,81,2764026,2812026
HELR,split_82_2020-06-01_03_36_51.wav,82,2794665,2842665
HELR,split_83_2020-06-01_03_36_51.wav,83,2832794,2880794
HELR,split_84_2020-06-01_03_36_51.wav,84,2904733,2952733
HELR,split_85_2020-06-01_03_36_51.wav,85,2940969,2988969
HELR,split_86_2020-06-01_03_36_51.wav,86,2961925,3009925
HELR,split_87_2020-06-01_03_36_51.wav,87,2973302,3021302
HELR,split_88_2020-06-01_03_36_51.wav,88,3023149,3071149
HELR,split_89_2020-06-01_03_36_51.wav,89,3061409,3109409
HELR,split_90_2020-06-01_03_36_51.wav,90,3069213,3117213
HELR,split_91_2020-06-01_03_36_51.wav,91,3134044,3182044
HELR,split_92_2020-06-01_03_36_51.wav,92,3180201,3228201
HELR,split_93_2020-06-01_03_36_51.wav,93,3271295,3319295
HELR,split_94_2020-06-01_03_36_51.wav,94,3326966,3374966
HELR,split_95_2020-06-01_03_36_51.wav,95,3343602,3391602
HELR,split_96_2020-06-01_03_36_51.wav,96,3353799,3401799
HELR,split_97_2020-06-01_03_36_51.wav,97,3396504,3444504
HELR,split_98_2020-06-01_03_36_51.wav,98,3473771,3521771
HELR,split_99_2020-06-01_03_36_51.wav,99,3563176,3611176
HELR,split_100_2020-06-01_03_36_51.wav,100,3598062,3646062
HELR,split_101_2020-06-01_03_36_51.wav,101,3650450,3698450
HELR,split_102_2020-06-01_03_36_51.wav,102,3678935,3726935
HELR,split_103_2020-06-01_03_36_51.wav,103,3698460,3746460
HELR,split_104_2020-06-01_03_36_51.wav,104,3722608,3770608
HELR,split_105_2020-06-01_03_36_51.wav,105,3735124,3783124
HELR,split_106_2020-06-01_03_36_51.wav,106,3764250,3812250
HELR,split_107_2020-06-01_03_36_51.wav,107,3823744,3871744
HELR,split_0_2020-06-01_07_35_45.wav,0,38242,86242
HELR,split_1_2020-06-01_07_35_45.wav,1,82130,130130
HELR,split_2_2020-06-01_07_35_45.wav,2,95929,143929
HELR,split_3_2020-06-01_07_35_45.wav,3,126672,174672
HELR,split_4_2020-06-01_07_35_45.wav,4,202130,250130
HELR,split_5_2020-06-01_07_35_45.wav,5,209868,257868
HELR,split_6_2020-06-01_07_35_45.wav,6,223063,271063
HELR,split_7_2020-06-01_07_35_45.wav,7,238060,286060
HELR,split_8_2020-06-01_07_35_45.wav,8,244885,292885
HELR,split_9_2020-06-01_07_35_45.wav,9,253101,301101
HELR,split_10_2020-06-01_07_35_45.wav,10,302329,350329
HELR,split_11_2020-06-01_07_35_45.wav,11,320410,368410
HELR,split_12_2020-06-01_07_35_45.wav,12,378537,426537
HELR,split_13_2020-06-01_07_35_45.wav,13,425182,473182
HELR,split_14_2020-06-01_07_35_45.wav,14,453889,501889
HELR,split_15_2020-06-01_07_35_45.wav,15,483962,531962
HELR,split_16_2020-06-01_07_35_45.wav,16,594798,642798
HELR,split_17_2020-06-01_07_35_45.wav,17,613119,661119
HELR,split_18_2020-06-01_07_35_45.wav,18,641591,689591
HELR,split_19_2020-06-01_07_35_45.wav,19,710077,758077
HELR,split_20_2020-06-01_07_35_45.wav,20,723740,771740
HELR,split_21_2020-06-01_07_35_45.wav,21,757094,805094
HELR,split_22_2020-06-01_07_35_45.wav,22,833462,881462
HELR,split_23_2020-06-01_07_35_45.wav,23,884323,932323
HELR,split_24_2020-06-01_07_35_45.wav,24,906889,954889
HELR,split_25_2020-06-01_07_35_45.wav,25,923071,971071
HELR,split_26_2020-06-01_07_35_45.wav,26,940815,988815
HELR,split_27_2020-06-01_07_35_45.wav,27,950511,998511
HELR,split_28_2020-06-01_07_35_45.wav,28,1003092,1051092
HELR,split_29_2020-06-01_07_35_45.wav,29,1018657,1066657
HELR,split_30_2020-06-01_07_35_45.wav,30,1070651,1118651
HELR,split_31_2020-06-01_07_35_45.wav,31,1110305,1158305
HELR,split_32_2020-06-01_07_35_45.wav,32,1126117,1174117
HELR,split_33_2020-06-01_07_35_45.wav,33,1182985,1230985
HELR,split_34_2020-06-01_07_35_45.wav,34,1215167,1263167
HELR,split_35_2020-06-01_07_35_45.wav,35,1263656,1311656
HELR,split_36_2020-06-01_07_35_45.wav,36,1281540,1329540
HELR,split_37_2020-06-01_07_35_45.wav,37,1390815,1438815
HELR,split_38_2020-06-01_07_35_45.wav,38,1417027,1465027
HELR,split_39_2020-06-01_07_35_45.wav,39,1484008,1532008
HELR,split_40_2020-06-01_07_35_45.wav,40,1562539,1610539
HELR,split_41_2020-06-01_07_35_45.wav,41,1589607,1637607
HELR,split_42_2020-06-01_07_35_45.wav,42,1621956,1669956
HELR,split_43_2020-06-01_07_35_45.wav,43,1648675,1696675
HELR,split_44_2020-06-01_07_35_45.wav,44,1696706,1744706
HELR,split_45_2020-06-01_07_35_45.wav,45,1734171,1782171
HELR,split_46_2020-06-01_07_35_45.wav,46,1757901,1805901
HELR,split_47_2020-06-01_07_35_45.wav,47,1784389,1832389
HELR,split_48_2020-06-01_07_35_45.wav,48,1812856,1860856
HELR,split_49_2020-06-01_07_35_45.wav,49,1850825,1898825
HELR,split_50_2020-06-01_07_35_45.wav,50,1863078,1911078
HELR,split_51_2020-06-01_07_35_45.wav,51,1881833,1929833
HELR,split_52_2020-06-01_07_35_45.wav,52,1896876,1944876
HELR,split_53_2020-06-01_07_35_45.wav,53,1913969,1961969
HELR,split_54_2020-06-01_07_35_45.wav,54,1937907,1985907
HELR,split_55_2020-06-01_07_35_45.wav,55,1956646,2004646
HELR,split_56_2020-06-01_07_35_45.wav,56,1993348,2041348
HELR,split_57_2020-06-01_07_35_45.wav,57,2052288,2100288
HELR,split_58_2020-06-01_07_35_45.wav,58,2061863,2109863
